current_ratio,debt_to_equity,ebitda_margin,icr,dscr,altman_z_score,industry,defaulted_in_12_months
2.1719,1.5446,8.2499,10.9179,2.8694,1.4314,Retail,0
0.3785,1.8436,29.1677,6.2352,4.6131,3.1485,Logistics,0
0.8319,3.8487,18.9946,7.1421,0.2159,6.5487,Logistics,0
3.0045,4.0547,39.7069,-0.9877,0.3364,5.4203,SaaS,0
0.5146,2.0018,2.0539,7.4436,3.9831,6.3525,Construction,0
2.492,4.7358,16.6571,11.4528,-0.951,6.836,Construction,0
1.1323,2.0323,13.9761,7.7551,4.6215,2.1615,Retail,0
1.6793,3.8592,4.7734,2.5102,1.5523,1.4603,Retail,0
1.297,2.4194,42.4019,9.3483,4.4849,-1.4238,Logistics,0
1.5516,4.4877,-8.3885,4.1453,0.3575,7.3049,Logistics,1
2.9324,4.5388,-9.5344,7.2628,3.0117,-1.3418,Construction,1
1.3291,0.4371,20.3837,6.2886,1.3801,5.4114,Logistics,0
2.3523,4.6825,26.0246,4.48,2.3876,1.7811,Construction,0
2.009,4.1277,-6.3767,10.2209,1.5306,7.4878,SaaS,0
2.722,3.9566,7.3502,13.0259,4.7698,2.196,SaaS,1
3.76,1.0046,46.2595,-1.9114,2.8447,6.1661,Logistics,0
2.9838,4.0256,-2.7368,13.8715,-0.2408,0.8265,Retail,0
1.0168,4.2507,26.7852,6.6958,4.3677,0.9909,Logistics,0
0.3185,1.4458,31.8105,9.9124,0.0582,3.9552,Logistics,0
1.1966,4.7613,11.369,12.5456,0.6012,7.9798,Logistics,0
2.4613,0.2493,45.6268,5.9408,-1.2851,3.1757,Retail,0
0.3954,0.7495,31.566,12.1946,4.2998,7.3631,Logistics,0
2.0862,2.6879,12.0547,1.0195,0.0028,5.8625,Retail,0
2.468,2.879,19.8535,0.7058,-0.1876,5.9586,Logistics,0
1.4701,3.2258,28.4829,9.177,4.4418,2.3596,Retail,1
3.1295,0.0848,21.4533,12.7924,3.6387,1.8654,Retail,1
0.6051,4.8018,41.5088,13.1712,-1.0124,-0.0808,Retail,0
0.4855,0.2229,4.9822,8.9436,3.3853,7.6394,Retail,1
2.9671,0.7153,0.992,6.9333,4.3912,7.5939,Retail,0
2.0829,0.0701,-5.0313,3.6337,-1.4504,5.4707,SaaS,0
2.8159,2.8343,-17.3552,14.66,3.7765,0.9625,Construction,1
1.8523,4.6613,-16.989,3.4348,1.8319,0.4518,Construction,0
1.1363,3.3297,40.9039,10.6512,2.6844,7.8861,Retail,0
3.3126,4.1133,27.4875,7.0437,1.45,-1.3346,Construction,1
3.2378,0.0664,26.2373,8.3447,2.8846,6.4356,Retail,0
2.8398,2.7101,23.025,4.6892,-1.7613,1.5546,Logistics,0
1.2342,2.2978,39.4453,14.402,3.3389,2.1887,SaaS,0
2.4429,2.4948,13.6187,7.7186,-1.7666,6.3198,Logistics,0
1.5717,0.3611,40.9288,13.9424,1.1871,-1.094,Logistics,0
0.548,3.4222,5.1612,-1.8709,-0.9432,1.5417,Retail,1
3.6858,2.5161,44.8695,7.7354,3.765,7.5202,Logistics,0
0.7199,3.8257,28.906,10.1922,0.1956,4.9907,SaaS,1
3.8109,2.4265,-1.9976,10.6664,1.1787,5.5494,Logistics,0
1.8948,0.7469,19.4859,13.3846,1.0013,5.5751,SaaS,1
0.9035,3.2413,17.3121,-1.9252,3.4075,-1.3943,SaaS,1
2.2592,0.8619,-10.3471,-1.9944,1.368,0.0321,Retail,0
3.5172,4.362,21.387,6.0285,3.5227,2.9126,SaaS,0
2.9825,3.0656,2.035,-1.502,-1.4854,1.6815,Logistics,0
3.2649,0.786,-16.3356,14.5671,-0.6588,2.1091,Retail,0
2.7034,4.8117,46.4059,1.7751,1.8607,5.8145,SaaS,0
2.8307,2.5918,24.9043,6.0353,4.6296,-1.8532,SaaS,1
3.4269,0.3645,41.3843,-0.9607,-1.4767,4.6049,Construction,0
1.1487,3.1342,27.3239,6.8748,-1.6984,-1.9989,Retail,1
2.0598,1.266,4.9889,4.4593,-0.9041,-1.3694,Construction,1
1.0406,4.0185,15.8882,-1.2408,2.4881,2.0829,SaaS,0
3.9531,4.0891,27.3023,3.6971,0.793,6.4095,Construction,1
3.7874,4.8947,47.2177,4.6544,3.7789,-0.55,Logistics,0
0.3498,2.5093,-2.2431,14.8287,-1.4965,3.5462,Logistics,0
2.8812,2.2748,41.2484,1.5341,-0.6251,4.7851,SaaS,0
3.7159,3.7674,44.6854,7.2613,0.1002,0.2953,Construction,1
0.8862,0.6624,26.9291,14.7844,2.3871,3.1233,Construction,0
2.3582,2.7346,45.1887,11.4643,2.7962,7.1141,Retail,0
3.6789,2.7312,7.8515,14.8872,-1.1306,3.1223,Logistics,0
0.329,0.4474,46.7111,14.4611,4.6066,-0.4268,Logistics,0
2.8502,2.0899,29.1948,6.3222,0.3873,4.2781,Retail,0
1.3299,4.2664,-17.0596,9.8384,2.9922,3.922,Logistics,0
3.7127,4.2808,43.4811,-0.1225,1.6695,-1.7305,Construction,0
3.89,0.4962,13.9131,5.4995,-0.4407,-1.0941,Construction,1
3.7882,0.4536,12.2229,11.7533,3.9236,-0.4322,Logistics,0
2.002,1.3135,19.6527,6.5907,3.7277,-0.6371,Retail,0
3.4758,4.3738,-9.5431,9.9459,0.7725,0.5947,SaaS,0
3.4093,0.6445,12.8416,10.6778,2.1203,2.5411,SaaS,0
1.4126,3.6,38.1789,2.309,-0.1952,1.7172,SaaS,0
3.3499,0.5058,-18.9162,12.8869,2.829,6.9065,SaaS,0
0.3406,3.1157,-0.8958,5.817,0.1632,4.1211,Construction,1
2.4658,1.7803,-19.8282,1.5731,3.9086,6.7614,SaaS,0
1.074,3.9446,9.0998,12.7121,-0.4783,3.2704,Construction,1
0.6582,1.1685,30.9821,5.1029,-1.8964,-1.1013,Construction,1
0.4924,3.196,35.914,10.7553,-0.1204,2.6329,SaaS,1
2.8459,1.1784,46.1633,7.3166,-0.6626,6.2203,SaaS,0
1.4915,3.5683,22.5953,4.4918,1.558,-0.059,SaaS,1
2.9541,4.3684,-2.1761,11.7679,-0.5741,-1.0879,Logistics,0
0.4484,0.634,44.6904,7.936,3.3423,1.2943,Logistics,1
1.3981,4.333,34.2721,4.6396,-0.3104,1.889,Retail,0
2.2501,2.9679,20.21,-0.1368,2.9488,1.0626,Construction,0
3.2047,0.6356,28.6948,13.2226,2.0493,-0.6476,SaaS,0
1.4113,2.1377,44.7021,-1.397,4.9037,0.5084,Logistics,1
2.5784,0.8043,29.8676,12.6742,4.9993,4.8228,Retail,0
3.5667,3.5017,5.7862,4.1193,4.0867,1.8593,Construction,1
2.5403,3.7943,29.912,8.8688,3.3199,4.3255,Construction,0
1.0852,0.529,-17.1805,13.6774,0.7052,3.363,Construction,0
0.2927,2.5307,7.0491,0.579,3.2729,3.4905,Logistics,0
3.5064,4.0731,8.4426,7.6382,4.6967,0.4855,SaaS,1
0.2808,4.6808,-8.3213,10.9954,-1.8364,3.2154,SaaS,1
3.5239,2.5676,-18.384,10.8789,1.7654,-1.7641,Construction,1
2.21,4.7514,-10.6633,6.9357,-0.474,2.3174,Construction,1
3.7685,2.6784,25.8235,8.6206,1.9051,3.7262,Retail,0
3.2354,1.971,36.1602,10.878,1.2651,-0.18,Retail,1
3.9921,4.241,49.1742,12.2975,2.0304,0.5656,Construction,0
1.5327,2.4649,4.2454,10.9508,1.8567,0.1953,Retail,0
3.1153,2.3595,21.9565,4.0181,4.7207,-1.2944,Logistics,0
1.7273,2.4516,45.6001,14.9443,1.8653,1.4786,Construction,0
2.0235,4.2339,-8.3071,5.3865,3.9236,7.7897,Retail,0
2.5845,4.1597,30.2352,-1.5841,0.2387,1.5388,Construction,0
3.52,2.0176,32.8485,4.1645,1.0667,2.6054,SaaS,0
3.9395,1.6665,-13.7717,0.1723,1.2929,4.5309,Logistics,0
3.1194,2.4596,40.2875,0.0645,-0.0489,4.485,Construction,0
1.7875,2.8639,36.9174,2.7861,0.6585,7.4989,SaaS,0
1.8012,1.1917,-17.6618,-1.0926,2.1896,6.5756,Construction,0
3.0028,3.9698,-13.6241,9.7047,2.0613,5.9395,SaaS,0
1.1074,2.4324,-16.5611,-0.7422,2.455,7.5163,Retail,0
0.6198,1.6702,3.432,1.4559,0.4627,0.3077,SaaS,1
1.5476,0.5341,15.6502,-0.4207,0.2108,4.1705,Logistics,0
1.2915,1.1942,17.2643,-0.9261,2.2813,6.872,Logistics,0
1.326,4.7464,-1.2633,2.5518,-1.07,4.2414,Retail,0
1.0877,1.5255,43.8118,7.7223,-0.2288,7.7742,Construction,1
0.36,0.8443,5.7784,14.3997,-1.7051,-0.9965,Logistics,1
0.2679,2.3034,-16.8115,12.8845,-1.4917,2.3933,Retail,1
3.9533,1.5354,1.0159,12.8909,-0.2963,7.7736,Logistics,0
1.8255,0.1758,17.1777,0.9931,-1.8633,1.7957,Retail,1
1.6604,1.6157,8.5755,2.5034,-0.2821,5.3956,Logistics,1
2.7827,2.7205,-0.831,-0.7013,2.5848,-1.696,Retail,1
1.0294,2.7586,-10.8074,11.234,-1.5723,4.9484,Logistics,0
3.8099,1.7828,37.3415,-0.8131,1.0572,7.3463,Construction,0
3.1881,2.2365,49.7302,7.4638,4.3918,1.8271,SaaS,0
0.5398,4.8276,3.0679,2.2139,3.539,-1.787,Logistics,0
1.7868,1.8867,6.7135,2.1386,0.1381,-1.7209,Retail,1
3.5406,1.2911,23.2626,14.8423,4.4736,6.9202,Construction,0
3.79,1.2173,30.2909,10.8653,0.3075,5.2252,Logistics,0
1.9761,2.2888,7.4421,12.228,-1.4924,-0.9331,Retail,1
2.531,3.7976,43.3451,7.7237,4.9584,-1.4541,SaaS,1
0.8347,1.0299,19.2003,12.8072,4.0902,6.0483,Retail,0
3.9664,3.5465,11.5273,8.9733,1.2615,6.0986,Logistics,0
1.0804,0.1057,25.2671,14.085,2.6646,-0.7948,Retail,0
3.7824,2.0947,46.6963,2.7828,2.6986,1.0152,Retail,0
2.6687,3.8793,35.6187,8.1204,-0.6386,5.8003,SaaS,0
2.5094,1.6937,-17.1991,9.7322,-0.5997,3.2541,Logistics,1
2.1482,2.8187,3.2617,4.6799,1.2871,7.5658,Logistics,0
1.0765,1.0249,12.9381,12.955,4.381,2.8106,SaaS,0
0.8708,3.71,2.0162,14.6567,-1.93,4.7696,Construction,1
1.0378,0.2614,29.0131,6.3941,3.4775,3.0978,Retail,0
0.9085,4.2627,37.8388,4.6409,-1.5973,7.4297,Retail,0
3.1624,0.991,31.1942,6.0229,1.3476,1.9866,Retail,0
1.5305,4.372,49.2533,12.4965,2.4651,0.298,Logistics,1
0.4198,1.7626,-0.9217,8.973,2.8073,1.2663,Logistics,1
3.8826,3.6134,41.2493,-1.2389,-1.5906,6.5278,Retail,0
3.5584,1.5961,33.6636,7.2169,0.9302,2.9794,Logistics,0
3.7255,4.5296,5.3525,-1.7059,2.0869,1.5425,SaaS,0
3.9806,0.6332,31.3887,11.2351,-1.5377,3.4426,SaaS,0
0.8608,0.8926,-12.7147,3.5813,-1.0543,-0.6677,Logistics,1
1.7057,2.4652,35.2533,6.0241,2.6455,-1.9464,Retail,0
3.0813,0.4097,17.2631,11.5775,1.6515,0.8058,Retail,0
2.8449,0.9799,0.4603,-1.2104,-0.8672,4.0501,Retail,1
0.7848,4.7188,25.9044,0.6952,1.7467,5.1168,Retail,0
3.3002,4.8824,24.9134,4.7653,4.3888,6.2661,Logistics,0
1.0529,1.8813,-5.336,1.9087,-1.8909,7.2666,Construction,0
1.0505,4.6164,-17.8722,3.7443,2.4984,2.1211,Construction,0
2.2405,2.7241,10.3536,14.969,-1.4844,5.4052,Retail,0
2.4532,1.3487,19.8658,12.032,-1.9549,-1.2533,Retail,1
2.4043,3.512,41.3624,13.0263,-0.9454,-1.4247,Retail,1
0.5476,3.2945,44.9752,13.9299,0.9603,-0.752,Construction,1
3.5344,4.9456,17.0164,3.7959,3.6164,2.4857,SaaS,0
1.2093,1.3252,32.7662,3.0503,-0.0275,0.1128,Construction,1
0.6922,3.3603,10.7512,1.9791,2.3797,0.8692,Logistics,1
3.5772,0.2601,32.2258,12.112,0.8781,4.4788,Construction,0
3.8315,0.5682,-5.6639,9.5524,-0.3597,1.5852,Logistics,0
3.4761,0.0196,5.9745,2.0149,1.5997,3.5737,Retail,1
3.2762,4.9973,24.396,4.4089,3.5823,2.124,Logistics,0
2.6899,4.0114,-18.7289,6.6141,3.8274,-0.3103,Retail,1
2.2933,3.9336,30.5723,6.9784,3.9256,-1.2598,SaaS,0
0.5305,2.5486,38.4875,13.1084,0.3699,0.3623,Retail,1
1.7521,1.5003,7.9399,4.4696,3.5542,-1.423,Retail,0
1.6162,0.7563,11.356,13.4449,-0.5148,4.1861,SaaS,0
1.1871,1.4234,39.5898,5.5032,3.169,5.9572,Retail,0
2.949,1.8799,34.2958,10.6883,4.6387,1.3974,Retail,0
2.0843,3.7816,0.1705,13.8143,-1.9038,1.8711,Retail,0
0.508,2.6983,2.6783,13.4288,1.0825,6.1619,Construction,0
1.0367,0.3874,27.5215,-1.0318,2.5344,0.2261,Logistics,1
2.7964,0.0901,19.4239,1.497,2.9124,-0.8084,Retail,0
0.4893,0.5117,-8.6439,6.1074,-0.7674,3.0112,Construction,0
3.4346,2.0525,1.6951,5.3364,4.8053,4.4619,Retail,0
2.0816,4.666,42.9988,8.8952,2.3069,3.9965,Logistics,0
2.0262,3.187,28.1722,14.0601,-0.8496,5.1387,Retail,0
2.4511,4.0091,49.0182,-0.0891,-1.8563,-1.4325,Logistics,1
3.3338,2.3319,33.6909,5.6816,3.4828,2.282,Construction,0
1.5217,1.8083,45.9382,1.271,-1.4421,0.3857,Construction,1
2.7765,0.542,-4.8668,13.1998,-1.0126,5.5912,Retail,0
2.3498,4.3797,34.0039,14.3979,2.0238,6.7273,SaaS,0
1.2147,3.9158,-18.5848,6.1379,2.2245,0.8134,Logistics,0
3.5388,0.8406,26.9532,-0.2318,2.8082,-1.0478,Retail,1
3.2302,2.5613,12.8498,11.35,0.7546,0.5343,Construction,1
2.7021,2.4369,4.2732,9.8514,3.4173,-0.9599,Retail,0
3.4322,3.1255,40.3683,4.0294,4.8205,1.2242,Logistics,1
3.4957,4.7309,39.7987,13.0859,-0.1023,3.382,Retail,0
2.8918,2.8989,-18.4389,14.5891,2.9212,7.7368,Logistics,0
3.3807,2.7011,22.6654,7.4835,4.4993,1.9937,Construction,0
2.8504,0.2516,5.7483,7.6174,2.804,0.2004,SaaS,0
2.7845,0.3145,9.0963,3.0577,2.7678,-0.332,SaaS,0
2.5507,0.9367,38.2429,7.9366,-0.4336,-0.2696,Construction,1
3.0603,0.1624,1.6888,5.4739,1.7459,-0.074,Construction,0
0.8027,3.7168,46.0134,3.1372,1.9377,5.6227,Retail,0
3.5473,3.6167,-7.4256,-0.8579,2.9009,-1.3897,Construction,0
3.513,0.6803,26.3906,2.296,4.9778,7.974,Construction,0
0.3111,4.1804,27.0474,1.3635,-1.7645,3.2269,Logistics,1
3.3381,0.7739,-2.3463,7.2147,-1.5434,3.4427,Retail,0
0.6897,1.5059,2.7325,8.2284,-1.4543,1.5756,Logistics,0
1.4735,1.2449,38.4359,8.3457,3.2009,4.9026,Retail,0
3.0253,1.8615,33.3264,4.5991,-1.0455,2.7146,Retail,1
0.8109,1.2733,3.0367,5.1609,2.3572,1.2906,SaaS,1
3.3083,2.4448,17.377,12.1821,0.2727,0.6514,SaaS,1
3.3621,2.037,-15.6824,6.096,1.2012,7.2565,Construction,1
2.1284,4.9328,-5.3878,14.7921,-0.4904,0.9099,Retail,1
0.2243,0.2796,14.0074,5.4735,4.0627,2.3639,Construction,1
1.2907,0.7109,-13.9818,9.0429,2.1031,1.5034,Logistics,0
2.5443,0.2641,39.0333,-1.1438,4.6119,-1.1382,Construction,0
3.9285,3.1292,30.2604,9.1068,2.0222,-0.1407,Logistics,0
2.6009,0.2725,46.0544,12.4742,-1.1326,-0.105,SaaS,0
1.1873,4.1822,28.5427,14.0218,-0.8039,4.9365,SaaS,0
2.6092,2.5597,45.8281,14.9545,4.9235,2.0659,Logistics,0
2.2519,2.635,18.8159,2.797,3.079,5.8197,Logistics,0
3.1634,2.808,22.0153,7.7813,-1.655,5.0895,Logistics,0
0.6065,0.8541,48.388,5.6622,2.9265,-0.0795,Construction,0
3.0919,0.9885,24.949,7.5849,0.8852,3.6292,Logistics,0
2.2568,1.5941,-17.8449,0.6767,0.1505,5.4291,Retail,0
3.8594,2.9675,30.6662,12.5545,-0.9216,4.3304,Logistics,1
1.4991,1.0506,43.3828,13.4627,3.8793,4.0002,SaaS,0
2.604,0.5817,35.6906,5.6442,-1.5531,5.3961,Logistics,1
3.7417,4.8506,20.8683,2.7673,0.0288,-1.4322,SaaS,0
0.5895,0.1099,26.9912,0.3942,0.1447,5.3142,SaaS,0
3.7615,4.0135,49.3134,9.624,-0.8737,0.7266,Construction,1
2.814,3.9402,-13.6537,3.3079,1.5573,3.7187,Logistics,0
0.4578,1.4861,26.7071,13.4622,-1.9181,0.423,SaaS,1
1.3437,0.6781,-0.1622,9.4072,0.1068,6.3882,Retail,0
2.8911,0.7281,24.8063,8.9767,4.5354,2.8056,Logistics,0
0.4559,3.4872,22.5337,7.5098,0.1737,4.4294,Logistics,0
2.4122,3.214,-9.258,-1.2218,0.5232,5.9408,SaaS,1
1.5144,3.9137,-5.5277,13.8427,1.3122,6.9532,Construction,0
2.5595,4.6874,23.5141,8.6749,1.9319,5.3206,Construction,0
0.3738,3.4596,-11.0239,14.8991,3.661,-0.5123,Logistics,1
3.5118,0.7793,-1.4373,7.1351,-0.6678,6.5453,Logistics,0
3.8993,1.2172,38.4672,10.0719,4.1022,4.1858,Construction,0
3.8817,4.211,2.8964,-1.0444,3.3028,4.0945,Construction,0
3.0487,1.0465,14.1642,8.7395,3.0586,7.2134,Retail,0
0.6943,0.3626,45.8798,10.999,-1.3924,0.4883,Logistics,0
3.0814,3.5164,-4.0996,11.2347,-1.8485,0.3959,Logistics,1
0.2934,2.0126,7.2738,11.0919,2.1581,3.1319,Logistics,0
0.2841,4.6002,22.452,1.8468,4.0419,5.5086,Construction,0
1.4297,3.2513,32.8737,14.5818,2.0911,2.4724,SaaS,0
2.0568,0.4521,43.1157,14.9181,-0.5074,4.3389,Retail,0
3.1275,4.7393,44.0831,-0.7149,-1.3664,2.5252,Construction,1
2.7965,1.2928,34.3648,13.9196,2.8972,4.1039,Construction,0
1.8944,1.6861,-4.0168,2.9206,3.0524,6.2226,Retail,0
1.2398,2.0113,-18.2633,9.7178,-0.7923,-0.1952,Logistics,1
3.9891,0.2561,6.8642,3.7479,-1.8027,4.9538,SaaS,0
1.8195,2.4826,-10.0916,14.4518,0.858,5.8743,Retail,0
1.9153,0.6166,29.7271,-0.2744,2.079,2.4711,SaaS,0
0.8218,2.0049,26.2791,6.4617,2.942,1.2323,Logistics,0
3.2203,1.7535,-16.922,5.2768,3.6696,-1.8646,SaaS,1
2.836,3.8642,38.5616,3.5424,2.2738,5.9711,Logistics,0
1.0389,4.0159,-2.588,8.9741,-1.2238,1.2794,Construction,1
0.513,0.7671,10.2559,0.2279,2.7781,1.5731,Logistics,0
2.7859,1.8328,26.7554,10.1833,4.8892,1.3601,Retail,0
2.6871,1.8668,10.0593,14.6701,4.3391,2.9874,Retail,0
1.2384,0.7571,10.8901,11.6775,4.1017,5.025,Logistics,0
3.8133,3.9923,-15.406,12.6203,0.1152,5.7186,Logistics,0
0.774,3.5361,8.101,4.1138,3.2555,1.9257,Construction,1
1.8429,0.9519,33.5394,3.5231,3.9577,4.631,Construction,0
3.7857,1.8336,44.0623,6.7898,2.7483,5.2068,Logistics,0
1.795,0.529,8.9448,-1.2226,-0.2461,0.9692,SaaS,1
2.6264,3.141,9.651,14.0711,4.6768,-1.0338,Construction,0
1.7109,0.6069,29.1839,0.4443,1.1557,6.9467,Retail,0
1.242,4.9297,45.994,13.3512,-1.0914,4.7712,Construction,0
3.9391,3.9034,-1.3057,-0.5791,-1.2316,4.4811,Construction,0
1.7555,1.9512,10.8101,11.9846,2.5326,-1.411,Construction,0
3.5976,2.8928,35.7181,0.5834,1.064,6.1787,Construction,0
1.0738,4.5567,22.6785,-1.3518,-1.3386,3.6605,Logistics,0
1.0098,2.7705,-12.259,10.2313,3.1826,6.4788,Construction,0
0.3183,0.8725,23.9413,2.7645,3.5953,7.7456,SaaS,0
2.6763,1.8935,-6.9278,10.1464,3.0779,7.571,Construction,0
1.6004,4.2157,15.7151,7.4364,-0.5842,6.5609,Construction,0
3.4846,3.2211,17.0372,-0.1503,2.8284,-1.8905,Retail,0
1.9982,3.2536,41.3342,13.8462,-1.9249,6.8573,Construction,0
3.8791,4.3341,12.3746,5.6893,0.1358,-1.2494,Retail,0
0.905,4.4699,-0.439,10.4856,0.7918,6.5119,Retail,0
3.5008,4.599,-3.8324,6.5173,3.8467,0.8017,Logistics,1
3.1511,0.4742,41.1976,8.2741,0.7328,4.1007,Retail,0
3.1295,2.7206,-8.0292,3.1472,-1.9211,-1.6193,Retail,1
3.4102,3.7025,9.8108,1.4061,0.4664,5.7118,SaaS,0
3.0919,3.7846,-6.8979,7.2237,1.4925,-0.8829,SaaS,0
2.5796,3.0336,34.1313,5.4837,4.643,2.1069,Retail,0
0.6987,0.8339,13.2061,4.6319,4.5872,6.1745,Logistics,0
0.3236,3.9871,4.5801,9.4336,-0.7339,4.9535,SaaS,1
3.6992,3.6006,5.277,9.7386,-0.704,-1.9396,SaaS,1
2.5433,0.4307,39.655,-1.2194,-0.8563,2.0303,Logistics,1
3.2268,2.319,18.7642,3.7587,3.5225,-1.5807,Construction,0
2.0298,0.8699,30.2507,5.0,-1.9578,4.735,SaaS,0
0.6458,1.6874,42.7927,-0.3528,-1.1098,7.6895,Retail,1
0.6757,0.0904,43.1219,2.0103,1.7657,4.5526,Retail,0
2.8051,2.0016,2.9956,-1.1221,-0.2671,0.2437,Retail,1
1.8352,2.7494,46.6716,14.9361,-1.3535,1.5523,Logistics,0
0.962,3.0979,-18.2587,10.5215,0.5191,7.7665,Retail,1
2.0681,3.3175,6.3785,-0.5133,-0.0805,0.2405,Construction,1
0.444,4.1815,42.7059,-1.6558,1.5777,3.6153,Logistics,0
2.4115,1.0773,-0.7754,10.2279,4.8546,2.0045,SaaS,1
1.2222,0.6024,-0.8843,5.4663,-1.1299,5.6832,Logistics,0
3.2307,4.2577,1.1836,11.3755,0.6091,6.6739,Retail,0
1.3794,0.7831,22.8619,13.6991,4.5239,1.4084,Logistics,0
1.9298,4.8738,10.6833,8.1881,4.1381,4.604,Logistics,0
0.2442,4.2127,30.8714,1.1808,0.7599,3.4905,Logistics,0
0.4753,2.5044,42.6437,11.2973,2.8927,0.7844,Logistics,0
1.6915,4.9071,27.194,14.2488,-1.385,0.7194,Construction,1
2.0238,0.4869,-5.6873,7.8639,2.9878,3.3863,Logistics,0
2.4801,1.5153,45.2877,9.594,4.81,-0.46,Retail,0
1.3083,3.1911,-1.4855,3.7371,1.7624,6.1081,SaaS,0
2.8409,1.75,-9.5074,4.486,1.4894,-1.31,Construction,0
3.4685,4.6419,-13.7023,10.4891,-0.6888,-1.0543,Logistics,0
3.1634,0.3281,19.4369,13.7721,2.4365,1.4223,SaaS,0
0.3506,2.7471,-12.0366,8.6928,2.1331,-0.8191,Construction,1
2.0259,2.9543,-10.2857,11.4274,2.5635,2.757,Retail,0
0.5987,3.2636,1.0021,0.9178,-1.8174,1.9968,Retail,1
1.1198,1.2783,-0.2843,1.6033,1.8411,5.2181,SaaS,1
3.9493,1.8228,22.2968,7.0446,2.1645,7.53,Logistics,0
0.7415,4.2184,37.1722,1.0014,-0.5473,5.5356,SaaS,0
2.0958,0.9747,33.2945,8.7949,-0.5417,-0.2055,Construction,0
2.549,4.1343,-1.6261,2.9581,-0.0665,7.3552,SaaS,1
2.8694,2.8133,-2.8283,11.4561,2.9821,1.9213,SaaS,0
2.3267,3.8109,47.6054,11.7379,2.2439,2.7419,Logistics,0
0.2371,3.568,-19.4235,5.8844,3.9203,2.2158,Retail,1
1.4406,1.0376,41.5804,1.0738,0.0696,0.8055,Logistics,1
2.1673,2.8441,-6.019,8.9952,4.3845,6.9504,Retail,0
0.5339,4.3386,46.3099,14.8774,3.2059,1.3224,Logistics,0
1.5324,2.1606,3.9615,8.584,0.7651,3.786,Retail,1
0.3262,4.833,10.8246,-1.3918,-1.3332,0.4003,Logistics,1
0.4986,2.2611,29.4984,-1.706,-0.2011,5.9738,Retail,0
1.7083,0.7139,21.1368,3.4462,4.6974,5.742,Retail,0
0.7043,1.9472,2.2558,1.3283,0.1725,0.9631,Retail,0
2.3567,4.7585,18.7682,11.8219,0.3093,4.8155,Retail,1
2.82,1.5986,31.1495,12.3617,-0.6729,5.0387,Logistics,0
3.2422,4.3405,-17.0366,2.3965,3.648,3.6251,Construction,0
0.9606,4.4063,-19.216,3.536,-0.0705,4.006,Retail,0
0.8364,1.7509,12.0647,2.0162,0.3118,3.7445,Retail,0
0.5974,0.4163,-10.7714,13.4425,0.9004,-1.1814,Retail,1
2.6184,3.6228,26.5041,6.545,1.0361,4.7027,Retail,1
2.8846,1.5576,-5.0163,9.1543,0.8794,2.6978,Retail,0
0.32,3.9146,10.2996,5.0632,1.5262,2.3846,SaaS,1
3.7576,2.2133,-6.163,8.7272,3.7016,6.6,SaaS,0
0.3975,2.4263,18.3939,4.5595,3.735,-1.7677,Retail,0
2.2569,3.8895,-11.8763,3.7745,3.5882,0.5131,Retail,0
2.8944,1.9118,-18.3825,8.7862,-1.2921,-0.786,Retail,0
3.5097,2.2156,-16.4208,8.0481,3.5978,-1.6466,Construction,1
2.9135,1.881,46.7981,2.99,-1.1582,0.7568,Logistics,1
3.2466,1.8367,-10.04,0.5389,-1.1269,7.8848,Retail,0
1.4899,2.6297,29.5935,4.2658,4.635,0.7023,Construction,0
3.2963,4.044,-15.2452,5.0584,3.7358,4.6371,Construction,0
0.5044,1.8088,-12.4288,8.6876,1.8669,-0.817,Retail,0
3.6003,2.6213,15.6213,13.547,4.1248,4.0185,Logistics,0
2.2809,3.3536,12.541,-1.3849,4.9256,7.8448,SaaS,0
3.3057,1.3472,46.6106,2.1422,2.2745,0.9184,Retail,1
1.9188,1.3876,46.1385,1.2932,2.2903,6.4808,Retail,0
2.6456,4.6671,34.5726,6.539,3.281,7.9757,SaaS,0
2.2003,3.6177,22.1471,5.3049,-0.375,3.8855,Logistics,0
2.98,2.8859,11.8472,10.3936,-0.8301,1.094,SaaS,1
0.5102,3.2386,4.9325,2.1211,3.3171,4.7353,Retail,0
0.4293,0.1465,46.2961,8.1065,0.4143,6.4485,Retail,0
1.139,3.0905,22.2036,13.0256,-1.0545,-0.2865,Construction,1
0.8063,2.5475,20.5351,13.4815,0.2041,2.5252,SaaS,0
3.5128,2.7287,-3.7669,14.2993,0.5105,1.1919,Construction,0
1.033,1.7971,-16.7312,11.1454,4.7566,0.8336,Construction,0
3.9083,0.4074,46.1632,13.4018,2.8857,6.6082,Construction,0
1.4802,0.9667,1.9615,1.987,1.716,2.2165,Construction,0
0.892,4.7537,10.9812,1.3589,4.7821,1.3908,SaaS,0
3.2009,2.0435,-11.9752,-1.8897,4.322,4.0351,SaaS,0
2.7031,2.3334,38.5847,10.0164,1.584,0.194,SaaS,0
2.0931,0.2635,-18.0658,13.9369,4.3398,0.2989,Retail,1
2.3104,0.1878,38.3794,1.1779,0.8301,3.2029,Logistics,0
2.933,3.5859,-10.18,8.828,-0.3871,2.0927,Construction,1
1.0681,2.6905,42.0595,10.6898,-0.3713,0.9498,Retail,1
3.9861,2.5435,31.0841,13.7694,2.6362,-1.4605,SaaS,0
3.9042,1.2156,-8.4731,8.9966,1.5075,3.2077,SaaS,0
